0.000000e+00, 0.000000e+00, 2.406510e+02, 3.150000e+02, 4.194898e-37, 0.000000e+00, 5.000000e-03
0.000000e+00, 1.080000e+04, 2.461849e+02, 3.150000e+02, 5.290228e-30, 0.000000e+00, 5.000000e-03
0.000000e+00, 2.160000e+04, 2.485938e+02, 3.150000e+02, 1.770656e-26, 0.000000e+00, 5.000000e-03
0.000000e+00, 3.240000e+04, 2.524967e+02, 3.150000e+02, -7.048292e-10, 0.000000e+00, 5.000000e-03
0.000000e+00, 4.320000e+04, 2.648145e+02, 3.150000e+02, -5.498742e-09, 0.000000e+00, 5.000000e-03
0.000000e+00, 5.400000e+04, 2.684603e+02, 3.150000e+02, -9.482094e-09, 0.000000e+00, 5.000000e-03
0.000000e+00, 6.480000e+04, 2.596029e+02, 3.150000e+02, -1.814810e-09, 0.000000e+00, 5.000000e-03
0.000000e+00, 7.560000e+04, 2.390625e+02, 3.150000e+02, 1.665514e-55, 0.000000e+00, 5.000000e-03
0.000000e+00, 8.640000e+04, 2.336979e+02, 3.150000e+02, 4.647378e-41, 0.000000e+00, 5.000000e-03
0.000000e+00, 9.720000e+04, 2.399870e+02, 3.150000e+02, 1.866587e-26, 0.000000e+00, 5.000000e-03
0.000000e+00, 1.080000e+05, 2.427474e+02, 3.150000e+02, 5.961894e-09, 0.000000e+00, 5.000000e-03
0.000000e+00, 1.188000e+05, 2.452083e+02, 3.150000e+02, 2.862439e-09, 0.000000e+00, 5.000000e-03
0.000000e+00, 1.296000e+05, 2.445833e+02, 3.150000e+02, 7.146980e-09, 0.000000e+00, 5.000000e-03
0.000000e+00, 1.404000e+05, 2.637044e+02, 3.150000e+02, -1.897144e-09, 0.000000e+00, 5.000000e-03
0.000000e+00, 1.512000e+05, 2.572070e+02, 3.150000e+02, 4.513847e-09, 0.000000e+00, 5.000000e-03
0.000000e+00, 1.620000e+05, 2.345833e+02, 3.150000e+02, 1.371053e-08, 0.000000e+00, 5.000000e-03
0.000000e+00, 1.728000e+05, 2.272917e+02, 3.150000e+02, 1.502324e-08, 0.000000e+00, 5.000000e-03
0.000000e+00, 1.836000e+05, 2.270833e+02, 3.150000e+02, 4.193381e-09, 0.000000e+00, 5.000000e-03
0.000000e+00, 1.944000e+05, 2.245703e+02, 3.150000e+02, 5.032058e-09, 0.000000e+00, 5.000000e-03
0.000000e+00, 2.052000e+05, 2.418359e+02, 3.150000e+02, 2.603613e-09, 0.000000e+00, 5.000000e-03
0.000000e+00, 2.160000e+05, 2.619922e+02, 3.150000e+02, -2.393765e-09, 0.000000e+00, 5.000000e-03
0.000000e+00, 2.268000e+05, 2.678581e+02, 3.150000e+02, -9.402026e-09, 0.000000e+00, 5.000000e-03
0.000000e+00, 2.376000e+05, 2.626872e+02, 3.150000e+02, 2.067959e-09, 0.000000e+00, 5.000000e-03
0.000000e+00, 2.484000e+05, 2.393229e+02, 3.150000e+02, 2.607189e-09, 0.000000e+00, 5.000000e-03
0.000000e+00, 2.592000e+05, 2.273568e+02, 3.150000e+02, 5.706645e-09, 0.000000e+00, 5.000000e-03
0.000000e+00, 2.700000e+05, 2.211068e+02, 3.150000e+02, 3.774043e-09, 0.000000e+00, 5.000000e-03
0.000000e+00, 2.808000e+05, 2.228906e+02, 3.150000e+02, 4.539791e-09, 0.000000e+00, 5.000000e-03
0.000000e+00, 2.916000e+05, 2.362630e+02, 3.150000e+02, 4.977361e-09, 0.000000e+00, 5.000000e-03
0.000000e+00, 3.024000e+05, 2.523828e+02, 3.150000e+02, -9.360601e-10, 0.000000e+00, 5.000000e-03
0.000000e+00, 3.132000e+05, 2.662891e+02, 3.150000e+02, -4.149212e-09, 0.000000e+00, 5.000000e-03
0.000000e+00, 3.240000e+05, 2.611556e+02, 3.150000e+02, 3.125648e-09, 0.000000e+00, 5.000000e-03
0.000000e+00, 3.348000e+05, 2.390234e+02, 3.150000e+02, 6.964659e-09, 0.000000e+00, 5.000000e-03
0.000000e+00, 3.456000e+05, 2.272656e+02, 3.150000e+02, 4.922665e-09, 0.000000e+00, 5.000000e-03
0.000000e+00, 3.564000e+05, 2.254948e+02, 3.150000e+02, 2.224315e-09, 0.000000e+00, 5.000000e-03
0.000000e+00, 3.672000e+05, 2.263151e+02, 3.150000e+02, 2.855218e-39, 0.000000e+00, 5.000000e-03
0.000000e+00, 3.780000e+05, 2.440755e+02, 3.150000e+02, -9.355284e-10, 0.000000e+00, 5.000000e-03
0.000000e+00, 3.888000e+05, 2.621712e+02, 3.150000e+02, -7.410270e-09, 0.000000e+00, 5.000000e-03
0.000000e+00, 3.996000e+05, 2.668587e+02, 3.150000e+02, -9.857018e-09, 0.000000e+00, 5.000000e-03
0.000000e+00, 4.104000e+05, 2.612533e+02, 3.150000e+02, -1.653944e-09, 0.000000e+00, 5.000000e-03
0.000000e+00, 4.212000e+05, 2.391536e+02, 3.150000e+02, 6.073865e-45, 0.000000e+00, 5.000000e-03
0.000000e+00, 4.320000e+05, 2.499089e+02, 3.150000e+02, 1.051369e-23, 0.000000e+00, 5.000000e-03
0.000000e+00, 4.428000e+05, 2.580990e+02, 3.150000e+02, 9.575810e-31, 0.000000e+00, 5.000000e-03
0.000000e+00, 4.536000e+05, 2.607161e+02, 3.150000e+02, 0.000000e+00, 0.000000e+00, 5.000000e-03
0.000000e+00, 4.644000e+05, 2.703943e+02, 3.150000e+02, -7.613765e-09, 7.613765e-09, 5.000000e-03
0.000000e+00, 4.752000e+05, 2.700492e+02, 3.150000e+02, -8.774618e-09, 0.000000e+00, 5.000000e-03
0.000000e+00, 4.860000e+05, 2.703212e+02, 3.150000e+02, -1.042140e-08, 0.000000e+00, 5.000000e-03
0.000000e+00, 4.968000e+05, 2.692578e+02, 3.150000e+02, -6.696126e-09, 0.000000e+00, 5.000000e-03
