-60.000000, 822.060000, 256.150000, 0.002000, 0.000000, 0.000000
-59.900000, 822.060000, 256.149298, 0.002000, 0.000000, 0.000000
-59.800000, 822.060000, 256.148596, 0.002000, 0.000000, 0.000000
-59.700000, 822.060000, 256.147894, 0.002000, 0.000000, 0.000000
-59.600000, 822.060000, 256.147192, 0.002000, 0.000000, 0.000000
-59.500000, 836.514000, 256.146490, 0.002000, 0.000000, 0.000000
-59.400000, 846.150000, 256.145788, 0.002000, 0.000000, 0.000000
-59.300000, 846.150000, 256.145086, 0.002000, 0.000000, 0.000000
-59.200000, 846.150000, 256.144384, 0.002000, 0.000000, 0.000000
-59.100000, 846.150000, 256.143682, 0.002000, 0.000000, 0.000000
-59.000000, 846.150000, 256.142980, 0.002000, 0.000000, 0.000000
-58.900000, 846.150000, 256.142278, 0.002000, 0.000000, 0.000000
-58.800000, 846.150000, 256.141576, 0.002000, 0.000000, 0.000000
-58.700000, 846.150000, 256.140874, 0.002000, 0.000000, 0.000000
-58.600000, 846.150000, 256.140172, 0.002000, 0.000000, 0.000000
-58.500000, 846.150000, 256.139470, 0.002000, 0.000000, 0.000000
-58.400000, 846.150000, 256.138768, 0.002000, 0.000000, 0.000000
-58.300000, 846.150000, 256.138066, 0.002000, 0.000000, 0.000000
-58.200000, 846.150000, 256.137364, 0.002000, 0.000000, 0.000000
-58.100000, 846.150000, 256.136662, 0.002000, 0.000000, 0.000000
-58.000000, 846.150000, 256.135960, 0.002000, 0.000000, 0.000000
-57.900000, 846.150000, 256.135258, 0.002000, 0.000000, 0.000000
-57.800000, 846.150000, 256.134556, 0.002000, 0.000000, 0.000000
-57.700000, 846.150000, 256.133854, 0.002000, 0.000000, 0.000000
-57.600000, 846.150000, 256.133152, 0.002000, 0.000000, 0.000000
-57.500000, 846.150000, 256.132450, 0.002000, 0.000000, 0.000000
-57.400000, 846.150000, 256.131748, 0.002000, 0.000000, 0.000000
-57.300000, 846.150000, 256.131046, 0.002000, 0.000000, 0.000000
-57.200000, 846.150000, 256.130344, 0.002000, 0.000000, 0.000000
-57.100000, 846.150000, 256.129642, 0.002000, 0.000000, 0.000000
-57.000000, 846.150000, 256.128940, 0.002000, 0.000000, 0.000000
-56.900000, 846.150000, 256.128237, 0.002000, 0.000000, 0.000000
-56.800000, 846.150000, 256.127535, 0.002000, 0.000000, 0.000000
-56.700000, 846.150000, 256.126833, 0.002000, 0.000000, 0.000000
-56.600000, 846.150000, 256.126131, 0.002000, 0.000000, 0.000000
-56.500000, 841.026000, 256.125429, 0.002000, 0.000000, 0.000000
-56.400000, 837.610000, 256.124727, 0.002000, 0.000000, 0.000000
-56.300000, 837.610000, 256.124025, 0.002000, 0.000000, 0.000000
-56.200000, 837.610000, 256.123323, 0.002000, 0.000000, 0.000000
-56.100000, 837.610000, 256.122621, 0.002000, 0.000000, 0.000000
-56.000000, 837.610000, 256.121919, 0.002000, 0.000000, 0.000000
-55.900000, 837.610000, 256.121217, 0.002000, 0.000000, 0.000000
-55.800000, 837.610000, 256.120515, 0.002000, 0.000000, 0.000000
-55.700000, 837.610000, 256.119813, 0.002000, 0.000000, 0.000000
-55.600000, 837.610000, 256.119111, 0.002000, 0.000000, 0.000000
-55.500000, 837.610000, 256.118409, 0.002000, 0.000000, 0.000000
-55.400000, 837.610000, 256.117707, 0.002000, 0.000000, 0.000000
-55.300000, 833.450000, 256.117005, 0.002000, 0.000000, 0.000000
-55.200000, 829.290000, 256.116303, 0.002000, 0.000000, 0.000000
-55.100000, 829.290000, 256.115601, 0.002000, 0.000000, 0.000000
-55.000000, 829.290000, 256.114899, 0.002000, 0.000000, 0.000000
-54.900000, 829.290000, 256.114197, 0.002000, 0.000000, 0.000000
-54.800000, 829.290000, 256.113495, 0.002000, 0.000000, 0.000000
-54.700000, 829.290000, 256.112793, 0.002000, 0.000000, 0.000000
-54.600000, 826.710000, 256.112091, 0.002000, 0.000000, 0.000000
-54.500000, 820.690000, 256.111389, 0.002000, 0.000000, 0.000000
-54.400000, 820.690000, 256.110687, 0.002000, 0.000000, 0.000000
-54.300000, 820.690000, 256.109985, 0.002000, 0.000000, 0.000000
-54.200000, 820.690000, 256.109283, 0.002000, 0.000000, 0.000000
-54.100000, 820.690000, 256.108581, 0.002000, 0.000000, 0.000000
-54.000000, 820.690000, 256.107879, 0.002000, 0.000000, 0.000000
-53.900000, 820.690000, 256.107177, 0.002000, 0.000000, 0.000000
-53.800000, 820.690000, 256.106475, 0.002000, 0.000000, 0.000000
-53.700000, 820.690000, 256.105773, 0.002000, 0.000000, 0.000000
-53.600000, 820.690000, 256.105071, 0.002000, 0.000000, 0.000000
-53.500000, 820.690000, 256.104369, 0.002000, 0.000000, 0.000000
-53.400000, 817.904000, 256.103667, 0.002000, 0.000000, 0.000000
-53.300000, 806.760000, 256.102965, 0.002000, 0.000000, 0.000000
-53.200000, 806.760000, 256.102263, 0.002000, 0.000000, 0.000000
-53.100000, 806.760000, 256.101561, 0.002000, 0.000000, 0.000000
-53.000000, 806.760000, 256.100859, 0.002000, 0.000000, 0.000000
-52.900000, 806.760000, 256.100157, 0.002000, 0.000000, 0.000000
-52.800000, 806.760000, 256.099455, 0.002000, 0.000000, 0.000000
-52.700000, 806.760000, 256.098753, 0.002000, 0.000000, 0.000000
